code,file,canvas_w,canvas_h,bbox_w,bbox_h,x,y,off_x_frac,off_y_frac,off_max_frac,kind,note
ipad-mini-select-wifi-space-gray-202109,ipad-mini-select-wifi-space-gray-202109.png,1418,1418,738,922,340,270,0.0,0.0155,0.0155,alpha,
ipad-mini-select-wifi-pink-202109,ipad-mini-select-wifi-pink-202109.png,1418,1418,738,922,340,270,0.0,0.0155,0.0155,alpha,
ipad-mini-select-wifi-purple-202109,ipad-mini-select-wifi-purple-202109.png,1418,1418,738,922,340,270,0.0,0.0155,0.0155,alpha,
ipad-mini-select-wifi-starlight-202109,ipad-mini-select-wifi-starlight-202109.png,1418,1418,738,922,340,270,0.0,0.0155,0.0155,alpha,
mobile-ipadmini-retina-silver-2013,mobile-ipadmini-retina-silver-2013.png,1318,1318,577,857,367,211,-0.0027,-0.0148,0.0148,alpha,
mobile-2012-ipadmini-black,mobile-2012-ipadmini-black.png,1320,1320,576,858,369,212,-0.0023,-0.0144,0.0144,alpha,
mobile-ipadmini-retina-space-gray-2013,mobile-ipadmini-retina-space-gray-2013.png,1320,1320,575,858,370,212,-0.0019,-0.0144,0.0144,alpha,
mobile-2012-ipadmini-white,mobile-2012-ipadmini-white.png,1322,1322,576,859,370,213,-0.0023,-0.014,0.014,alpha,
iphone-12-pro-max-graphite-hero,iphone-12-pro-max-graphite-hero.png,1365,1365,647,887,359,256,0.0,0.0125,0.0125,alpha,
iphone-12-pro-max-gold-hero,iphone-12-pro-max-gold-hero.png,1365,1365,647,887,359,256,0.0,0.0125,0.0125,alpha,
iphone-12-pro-max-blue-hero,iphone-12-pro-max-blue-hero.png,1365,1365,649,887,358,256,0.0,0.0125,0.0125,alpha,
MGRM2,MGRM2.png,4608,4608,3158,1157,669,1711,-0.0122,-0.0031,0.0122,alpha,
iphone-12-pro-max-silver-hero,iphone-12-pro-max-silver-hero.png,1363,1363,647,886,358,255,0.0,0.0121,0.0121,alpha,
MGRM2_AV4,MGRM2_AV4.png,4608,4608,3592,2617,546,999,0.0082,0.0008,0.0082,alpha,
MD237,MD237.png,1478,1478,442,961,516,268,-0.0014,0.0064,0.0064,alpha,
MD234,MD234.png,1480,1480,444,962,516,268,-0.0014,0.0061,0.0061,alpha,
iphone6p-silver-select-2014_AV2,iphone6p-silver-select-2014_AV2.png,1052,1052,339,684,357,178,0.0005,-0.0057,0.0057,alpha,
iphone-xr-yellow-select-201809_AV3,iphone-xr-yellow-select-201809_AV3.png,1952,1952,1269,510,343,732,0.0008,0.0056,0.0056,alpha,
iphone-xr-red-select-201809_AV3,iphone-xr-red-select-201809_AV3.png,1952,1952,1269,510,343,732,0.0008,0.0056,0.0056,alpha,
iphone-12-pro-max-blue-hero_AV2,iphone-12-pro-max-blue-hero_AV2.png,4608,4608,2886,3949,875,355,0.003,0.0055,0.0055,alpha,
iphone-xr-white-select-201809_AV3,iphone-xr-white-select-201809_AV3.png,1955,1955,1271,510,343,733,0.0005,0.0054,0.0054,alpha,
iphone-xr-black-select-201809_AV3,iphone-xr-black-select-201809_AV3.png,1955,1955,1271,510,343,733,0.0005,0.0054,0.0054,alpha,
iphone-xr-blue-select-201809_AV3,iphone-xr-blue-select-201809_AV3.png,1955,1955,1271,510,343,733,0.0005,0.0054,0.0054,alpha,
iphone-xr-coral-select-201809_AV3,iphone-xr-coral-select-201809_AV3.png,1955,1955,1271,510,343,733,0.0005,0.0054,0.0054,alpha,
iphone6p-silver-select-2014_AV1,iphone6p-silver-select-2014_AV1.png,1054,1054,339,685,358,179,0.0005,-0.0052,0.0052,alpha,
iphone6p-gray-select-2014_AV1,iphone6p-gray-select-2014_AV1.png,1057,1057,340,687,358,180,-0.0005,-0.0047,0.0047,alpha,
iphone6p-gray-select-2014_AV2,iphone6p-gray-select-2014_AV2.png,1057,1057,340,687,358,180,-0.0005,-0.0047,0.0047,alpha,
mobile-ipadair-spacegray-2013,mobile-ipadair-spacegray-2013.png,1291,1291,592,839,347,222,-0.0019,-0.0031,0.0031,alpha,
mobile-ipadair-silver-2013,mobile-ipadair-silver-2013.png,1291,1291,593,839,347,222,-0.0015,-0.0031,0.0031,alpha,
iphone6-gray-select-2014_AV1,iphone6-gray-select-2014_AV1.png,1000,1000,296,604,352,195,0.0,-0.003,0.003,alpha,
iphone6-gray-select-2014_AV2,iphone6-gray-select-2014_AV2.png,1000,1000,295,604,353,195,0.0005,-0.003,0.003,alpha,
iphone-xs-gold-select-2018_AV2,iphone-xs-gold-select-2018_AV2.png,1005,1005,226,653,389,179,-0.0005,0.003,0.003,alpha,
iphone-xs-silver-select-2018_AV2,iphone-xs-silver-select-2018_AV2.png,1005,1005,226,653,389,179,-0.0005,0.003,0.003,alpha,
iphone-xs-space-select-2018_AV2,iphone-xs-space-select-2018_AV2.png,1005,1005,226,653,389,179,-0.0005,0.003,0.003,alpha,
iphone11-black-select-2019_AV6,iphone11-black-select-2019_AV6.png,4608,4608,3968,3535,320,550,0.0,0.0029,0.0029,alpha,
iphone11-white-select-2019_AV6,iphone11-white-select-2019_AV6.png,4608,4608,3968,3535,320,550,0.0,0.0029,0.0029,alpha,
iphone11-purple-select-2019_AV6,iphone11-purple-select-2019_AV6.png,4608,4608,3968,3535,320,550,0.0,0.0029,0.0029,alpha,
iphone-11-pro-silver-select-2019_AV6,iphone-11-pro-silver-select-2019_AV6.png,4608,4608,3972,3559,318,538,0.0,0.0029,0.0029,alpha,
iphone-11-pro-space-select-2019_AV6,iphone-11-pro-space-select-2019_AV6.png,4608,4608,3972,3559,318,538,0.0,0.0029,0.0029,alpha,
iphone-11-pro-gold-select-2019_AV6,iphone-11-pro-gold-select-2019_AV6.png,4608,4608,3972,3559,318,538,0.0,0.0029,0.0029,alpha,
iphone-11-pro-midnight-green-select-2019_AV6,iphone-11-pro-midnight-green-select-2019_AV6.png,4608,4608,3972,3559,318,538,0.0,0.0029,0.0029,alpha,
iphone-11-pro-max-silver-select-2019_AV6,iphone-11-pro-max-silver-select-2019_AV6.png,4608,4608,3974,3536,317,549,0.0,0.0028,0.0028,alpha,
iphone-11-pro-max-space-select-2019_AV6,iphone-11-pro-max-space-select-2019_AV6.png,4608,4608,3974,3536,317,549,0.0,0.0028,0.0028,alpha,
iphone-11-pro-max-gold-select-2019_AV6,iphone-11-pro-max-gold-select-2019_AV6.png,4608,4608,3974,3536,317,549,0.0,0.0028,0.0028,alpha,
iphone-11-pro-max-midnight-green-select-2019_AV6,iphone-11-pro-max-midnight-green-select-2019_AV6.png,4608,4608,3974,3536,317,549,0.0,0.0028,0.0028,alpha,
iphone11-yellow-select-2019_AV6,iphone11-yellow-select-2019_AV6.png,4608,4608,3968,3539,320,546,0.0,0.0025,0.0025,alpha,
iphone11-red-select-2019_AV6,iphone11-red-select-2019_AV6.png,4608,4608,3968,3539,320,546,0.0,0.0025,0.0025,alpha,
iphone-16-pro-max-blacktitanium-select,iphone-16-pro-max-blacktitanium-select.png,4608,4608,2644,3321,982,633,0.0,-0.0023,0.0023,alpha,
iphone-16-pro-max-naturaltitanium-select,iphone-16-pro-max-naturaltitanium-select.png,4608,4608,2644,3321,982,633,0.0,-0.0023,0.0023,alpha,
iphone-16-pro-max-whitetitanium-select,iphone-16-pro-max-whitetitanium-select.png,4608,4608,2644,3321,982,633,0.0,-0.0023,0.0023,alpha,
iphone-16-pro-max-deserttitanium-select,iphone-16-pro-max-deserttitanium-select.png,4608,4608,2644,3321,982,633,0.0,-0.0023,0.0023,alpha,
MC604_AV3,MC604_AV3.png,2000,2000,1896,1183,48,409,-0.002,0.0003,0.002,white,
MC769,MC769.png,1000,1000,222,290,391,356,0.002,0.001,0.002,alpha,
iphone6s-plus-silver-select-2015_AV2,iphone6s-plus-silver-select-2015_AV2.png,1075,1075,341,699,365,187,-0.0019,-0.0009,0.0019,alpha,
iphone-14-plus-yellow-select-202303,iphone-14-plus-yellow-select-202303.png,4608,4608,2439,3323,1084,634,-0.0001,-0.0018,0.0018,alpha,
iphone-17e-finish-select-black-202603,iphone-17e-finish-select-black-202603.png,4608,4608,2732,3345,938,640,0.0,0.0018,0.0018,alpha,
iphone-17e-finish-select-white-202603,iphone-17e-finish-select-white-202603.png,4608,4608,2732,3345,938,640,0.0,0.0018,0.0018,alpha,
iphone-17e-finish-select-softpink-202603,iphone-17e-finish-select-softpink-202603.png,4608,4608,2732,3345,938,640,0.0,0.0018,0.0018,alpha,
iphone-13-mini-green-select_AV3,iphone-13-mini-green-select_AV3.png,1886,1886,1226,512,333,690,0.0016,0.0016,0.0016,alpha,
iphone-13-green-select_AV3,iphone-13-green-select_AV3.png,1886,1886,1226,512,333,690,0.0016,0.0016,0.0016,alpha,
iphone-16-pro-max-blacktitanium-select_AV6,iphone-16-pro-max-blacktitanium-select_AV6.png,4608,4608,3953,3741,328,441,0.0001,0.0016,0.0016,alpha,
iphone-16-pro-max-naturaltitanium-select_AV6,iphone-16-pro-max-naturaltitanium-select_AV6.png,4608,4608,3953,3741,328,441,0.0001,0.0016,0.0016,alpha,
iphone-16-pro-max-whitetitanium-select_AV6,iphone-16-pro-max-whitetitanium-select_AV6.png,4608,4608,3953,3741,328,441,0.0001,0.0016,0.0016,alpha,
iphone-16-pro-max-deserttitanium-select_AV6,iphone-16-pro-max-deserttitanium-select_AV6.png,4608,4608,3953,3741,328,441,0.0001,0.0016,0.0016,alpha,
iphone-17-pro-max-finish-select-deepblue-202509,iphone-17-pro-max-finish-select-deepblue-202509.png,4608,4608,2583,3319,1011,637,-0.0003,-0.0016,0.0016,alpha,
iphone-17-pro-max-finish-select-cosmicorange-202509,iphone-17-pro-max-finish-select-cosmicorange-202509.png,4608,4608,2583,3319,1011,637,-0.0003,-0.0016,0.0016,alpha,
iphone-17-pro-max-finish-select-silver-202509,iphone-17-pro-max-finish-select-silver-202509.png,4608,4608,2583,3319,1011,637,-0.0003,-0.0016,0.0016,alpha,
ipad-air-select-13in-wifi-spacegray-202405,ipad-air-select-13in-wifi-spacegray-202405.png,4608,4608,3460,3801,574,411,0.0,0.0016,0.0016,alpha,
ipad-air-select-13in-wifi-blue-202405,ipad-air-select-13in-wifi-blue-202405.png,4608,4608,3460,3801,574,411,0.0,0.0016,0.0016,alpha,
ipad-air-select-13in-wifi-purple-202405,ipad-air-select-13in-wifi-purple-202405.png,4608,4608,3460,3801,574,411,0.0,0.0016,0.0016,alpha,
ipad-air-select-13in-wifi-starlight-202405,ipad-air-select-13in-wifi-starlight-202405.png,4608,4608,3460,3801,574,411,0.0,0.0016,0.0016,alpha,
iphone6-gray-select-2014_AV3,iphone6-gray-select-2014_AV3.png,1960,1960,1274,530,340,716,-0.0015,0.0005,0.0015,alpha,
iphone6-silver-select-2014_AV3,iphone6-silver-select-2014_AV3.png,1960,1960,1274,530,340,716,-0.0015,0.0005,0.0015,alpha,
iphone6s-plus-gold-select-2015_AV3,iphone6s-plus-gold-select-2015_AV3.png,1965,1965,1277,531,341,717,-0.0015,0.0,0.0015,alpha,
ipad-mini4-step1-wifi-gray,ipad-mini4-step1-wifi-gray.png,1709,1709,902,1111,401,299,-0.0015,0.0,0.0015,alpha,
ipad-mini4-step1-wifi-gold,ipad-mini4-step1-wifi-gold.png,1706,1706,899,1109,401,300,-0.0015,0.0009,0.0015,alpha,
iphone6s-plus-gold-select-2015_AV2,iphone6s-plus-gold-select-2015_AV2.png,1075,1075,342,699,365,187,-0.0014,-0.0009,0.0014,alpha,
iphone6s-plus-rosegold-select-2015_AV2,iphone6s-plus-rosegold-select-2015_AV2.png,1075,1075,342,699,365,187,-0.0014,-0.0009,0.0014,alpha,
iphone7-plus-black-select-2016_AV2,iphone7-plus-black-select-2016_AV2.png,1072,1072,347,697,362,186,-0.0005,-0.0014,0.0014,alpha,
iphone7plus-model-select-201703_AV2,iphone7plus-model-select-201703_AV2.png,1072,1072,347,697,362,186,-0.0005,-0.0014,0.0014,alpha,
iphone-15-pro-max-blacktitanium-select_AV6,iphone-15-pro-max-blacktitanium-select_AV6.png,4608,4608,3995,3743,304,439,-0.0005,0.0014,0.0014,alpha,
iphone-15-pro-max-whitetitanium-select_AV6,iphone-15-pro-max-whitetitanium-select_AV6.png,4608,4608,3995,3743,304,439,-0.0005,0.0014,0.0014,alpha,
iphone-15-pro-max-bluetitanium-select_AV6,iphone-15-pro-max-bluetitanium-select_AV6.png,4608,4608,3995,3743,304,439,-0.0005,0.0014,0.0014,alpha,
iphone-15-pro-max-naturaltitanium-select_AV6,iphone-15-pro-max-naturaltitanium-select_AV6.png,4608,4608,3995,3743,304,439,-0.0005,0.0014,0.0014,alpha,
iphone6p-silver-select-2014,iphone6p-silver-select-2014.png,1706,1706,886,1109,412,299,0.0012,0.0003,0.0012,alpha,
iphone6p-select-2014,iphone6p-select-2014.png,1706,1706,888,1109,411,300,0.0012,0.0009,0.0012,alpha,
iphone-13-mini-green-select_AV6,iphone-13-mini-green-select_AV6.png,4608,4608,3962,3745,323,437,0.0,0.0012,0.0012,alpha,
iphone-13-green-select_AV6,iphone-13-green-select_AV6.png,4608,4608,3962,3745,323,437,0.0,0.0012,0.0012,alpha,
iphone-14-pro-max-spaceblack-select_AV6,iphone-14-pro-max-spaceblack-select_AV6.png,4608,4608,4000,3745,304,437,0.0,0.0012,0.0012,alpha,
iphone-14-pro-max-silver-select_AV6,iphone-14-pro-max-silver-select_AV6.png,4608,4608,4000,3745,304,437,0.0,0.0012,0.0012,alpha,
iphone-14-pro-max-gold-select_AV6,iphone-14-pro-max-gold-select_AV6.png,4608,4608,4000,3745,304,437,0.0,0.0012,0.0012,alpha,
iphone-14-pro-max-deeppurple-select_AV6,iphone-14-pro-max-deeppurple-select_AV6.png,4608,4608,4000,3745,304,437,0.0,0.0012,0.0012,alpha,
iphone-16-pro-blacktitanium-select_AV6,iphone-16-pro-blacktitanium-select_AV6.png,4608,4608,3997,3745,306,437,0.0001,0.0012,0.0012,alpha,
iphone-16-pro-naturaltitanium-select_AV6,iphone-16-pro-naturaltitanium-select_AV6.png,4608,4608,3997,3745,306,437,0.0001,0.0012,0.0012,alpha,
iphone-16-pro-whitetitanium-select_AV6,iphone-16-pro-whitetitanium-select_AV6.png,4608,4608,3997,3745,306,437,0.0001,0.0012,0.0012,alpha,
iphone-16-pro-deserttitanium-select_AV6,iphone-16-pro-deserttitanium-select_AV6.png,4608,4608,3997,3745,306,437,0.0001,0.0012,0.0012,alpha,
ipad-mini4-step1-wifi-silver,ipad-mini4-step1-wifi-silver.png,1706,1706,900,1109,401,300,-0.0012,0.0009,0.0012,alpha,
MC604,MC604.png,2192,2192,671,1425,758,386,-0.0011,0.0011,0.0011,alpha,
iphone-13-mini-pink-select-2021_AV3,iphone-13-mini-pink-select-2021_AV3.png,1886,1886,1226,517,332,685,0.0011,0.0003,0.0011,alpha,
iphone-13-mini-blue-select-2021_AV3,iphone-13-mini-blue-select-2021_AV3.png,1886,1886,1226,517,332,685,0.0011,0.0003,0.0011,alpha,
iphone-13-mini-midnight-select-2021_AV3,iphone-13-mini-midnight-select-2021_AV3.png,1886,1886,1226,517,332,685,0.0011,0.0003,0.0011,alpha,
iphone-13-mini-starlight-select-2021_AV3,iphone-13-mini-starlight-select-2021_AV3.png,1886,1886,1226,517,332,685,0.0011,0.0003,0.0011,alpha,
iphone-13-mini-product-red-select-2021_AV3,iphone-13-mini-product-red-select-2021_AV3.png,1886,1886,1226,517,332,685,0.0011,0.0003,0.0011,alpha,
iphone-13-pink-select-2021_AV3,iphone-13-pink-select-2021_AV3.png,1902,1902,1236,517,335,693,0.0011,0.0003,0.0011,alpha,
iphone-13-blue-select-2021_AV3,iphone-13-blue-select-2021_AV3.png,1902,1902,1236,517,335,693,0.0011,0.0003,0.0011,alpha,
iphone-13-starlight-select-2021_AV3,iphone-13-starlight-select-2021_AV3.png,1902,1902,1236,517,335,693,0.0011,0.0003,0.0011,alpha,
iphone-13-product-red-select-2021_AV3,iphone-13-product-red-select-2021_AV3.png,1902,1902,1236,517,335,693,0.0011,0.0003,0.0011,alpha,
iphone7-model-select-201703_AV1,iphone7-model-select-201703_AV1.png,1000,1000,298,608,350,197,-0.001,0.001,0.001,alpha,
iphone8-plus-spgray-select-2017_AV3,iphone8-plus-spgray-select-2017_AV3.png,1958,1958,1273,528,342,717,-0.0003,0.001,0.001,alpha,
iphone-x-silver-select-2017_AV2,iphone-x-silver-select-2017_AV2.png,1017,1017,330,661,343,177,-0.0005,-0.001,0.001,alpha,
iphone-x-gray-select-2017_AV2,iphone-x-gray-select-2017_AV2.png,1017,1017,330,661,343,177,-0.0005,-0.001,0.001,alpha,
iphone-xs-max-gold-select-2018_AV2,iphone-xs-max-gold-select-2018_AV2.png,1015,1015,225,660,394,177,-0.001,-0.0005,0.001,alpha,
iphone-xs-max-silver-select-2018_AV2,iphone-xs-max-silver-select-2018_AV2.png,1015,1015,225,660,394,177,-0.001,-0.0005,0.001,alpha,
iphone-xs-max-space-select-2018_AV2,iphone-xs-max-space-select-2018_AV2.png,1015,1015,225,660,394,177,-0.001,-0.0005,0.001,alpha,
iphone-14-pro-spaceblack-select_AV6,iphone-14-pro-spaceblack-select_AV6.png,4608,4608,4000,3747,304,435,0.0,0.001,0.001,alpha,
iphone-14-pro-silver-select_AV6,iphone-14-pro-silver-select_AV6.png,4608,4608,4000,3747,304,435,0.0,0.001,0.001,alpha,
iphone-14-pro-gold-select_AV6,iphone-14-pro-gold-select_AV6.png,4608,4608,4000,3747,304,435,0.0,0.001,0.001,alpha,
iphone-14-pro-deeppurple-select_AV6,iphone-14-pro-deeppurple-select_AV6.png,4608,4608,4000,3747,304,435,0.0,0.001,0.001,alpha,
MC979,MC979.png,1000,1000,222,290,389,356,0.0,0.001,0.001,alpha,
iphone6s-plus-gray-select-2015_AV2,iphone6s-plus-gray-select-2015_AV2.png,1075,1075,343,699,365,187,-0.0009,-0.0009,0.0009,alpha,
iphone7-plus-jetblack-select-2016,iphone7-plus-jetblack-select-2016.png,1705,1705,946,1108,380,297,0.0003,-0.0009,0.0009,alpha,
iphone7-plus-silver-select-2016_AV2,iphone7-plus-silver-select-2016_AV2.png,1074,1074,347,698,363,187,-0.0005,-0.0009,0.0009,alpha,
iphone7-plus-rosegold-select-2016_AV2,iphone7-plus-rosegold-select-2016_AV2.png,1074,1074,349,698,363,187,0.0005,-0.0009,0.0009,alpha,
iphone6s-plus-rosegold-select-2015_AV3,iphone6s-plus-rosegold-select-2015_AV3.png,1960,1960,1274,529,343,717,0.0,0.0008,0.0008,alpha,
iphone7-model-select-201703_AV3,iphone7-model-select-201703_AV3.png,1963,1963,1276,531,342,716,-0.0008,0.0,0.0008,alpha,
iphone8-spgray-select-2017_AV3,iphone8-spgray-select-2017_AV3.png,1958,1958,1273,529,342,716,-0.0003,0.0008,0.0008,alpha,
iphone8-silver-select-2017_AV3,iphone8-silver-select-2017_AV3.png,1958,1958,1273,529,342,716,-0.0003,0.0008,0.0008,alpha,
iphone8-gold-select-2017_AV3,iphone8-gold-select-2017_AV3.png,1958,1958,1273,529,342,716,-0.0003,0.0008,0.0008,alpha,
iphone8-plus-silver-select-2017_AV3,iphone8-plus-silver-select-2017_AV3.png,1958,1958,1273,529,342,716,-0.0003,0.0008,0.0008,alpha,
iphone-x-silver-select-2017_AV3,iphone-x-silver-select-2017_AV3.png,1958,1958,1273,529,344,716,0.0008,0.0008,0.0008,alpha,
iphone-x-gray-select-2017_AV3,iphone-x-gray-select-2017_AV3.png,1958,1958,1273,529,344,716,0.0008,0.0008,0.0008,alpha,
iphone-11-pro-max-silver-select-2019_AV3,iphone-11-pro-max-silver-select-2019_AV3.png,1905,1905,1238,518,332,693,-0.0008,-0.0003,0.0008,alpha,
iphone-11-pro-max-space-select-2019_AV3,iphone-11-pro-max-space-select-2019_AV3.png,1905,1905,1238,518,332,693,-0.0008,-0.0003,0.0008,alpha,
iphone-13-pro-gold-select_AV3,iphone-13-pro-gold-select_AV3.png,1906,1906,1239,517,335,695,0.0008,0.0003,0.0008,alpha,
iphone-13-pro-silver-select_AV3,iphone-13-pro-silver-select_AV3.png,1906,1906,1239,518,335,694,0.0008,0.0,0.0008,alpha,
iphone-13-pro-max-graphite-select_AV3,iphone-13-pro-max-graphite-select_AV3.png,1905,1905,1238,517,335,694,0.0008,0.0,0.0008,alpha,
iphone-13-pro-max-gold-select_AV3,iphone-13-pro-max-gold-select_AV3.png,1905,1905,1238,517,335,694,0.0008,0.0,0.0008,alpha,
iphone-13-pro-max-silver-select_AV3,iphone-13-pro-max-silver-select_AV3.png,1905,1905,1238,517,335,694,0.0008,0.0,0.0008,alpha,
iphone-13-pro-max-blue-select_AV3,iphone-13-pro-max-blue-select_AV3.png,1905,1905,1238,517,335,694,0.0008,0.0,0.0008,alpha,
iphone-14-plus-blue-select-202209,iphone-14-plus-blue-select-202209.png,4608,4608,2438,3349,1084,633,-0.0002,0.0008,0.0008,alpha,
iphone-16-pro-max-blacktitanium-select_AV3,iphone-16-pro-max-blacktitanium-select_AV3.png,1895,1895,1232,514,331,692,-0.0003,0.0008,0.0008,alpha,
iphone-16-pro-max-naturaltitanium-select_AV3,iphone-16-pro-max-naturaltitanium-select_AV3.png,1895,1895,1232,514,331,692,-0.0003,0.0008,0.0008,alpha,
iphone-16-pro-max-whitetitanium-select_AV3,iphone-16-pro-max-whitetitanium-select_AV3.png,1895,1895,1232,514,331,692,-0.0003,0.0008,0.0008,alpha,
iphone-16-pro-max-deserttitanium-select_AV3,iphone-16-pro-max-deserttitanium-select_AV3.png,1895,1895,1232,514,331,692,-0.0003,0.0008,0.0008,alpha,
iphone-14-plus-purple-select-202209,iphone-14-plus-purple-select-202209.png,4608,4608,2438,3350,1084,632,-0.0002,0.0007,0.0007,alpha,
iphone-14-plus-midnight-select-202209,iphone-14-plus-midnight-select-202209.png,4608,4608,2438,3350,1084,632,-0.0002,0.0007,0.0007,alpha,
iphone-14-plus-starlight-select-202209,iphone-14-plus-starlight-select-202209.png,4608,4608,2438,3350,1084,632,-0.0002,0.0007,0.0007,alpha,
iphone-14-plus-red-select-202209,iphone-14-plus-red-select-202209.png,4608,4608,2438,3350,1084,632,-0.0002,0.0007,0.0007,alpha,
ipad-wifi-select-spacegray-201803,ipad-wifi-select-spacegray-201803.png,4608,4608,3448,3995,583,309,0.0007,0.0005,0.0007,alpha,
MK0C2,MK0C2.png,4608,4608,156,3064,2227,769,0.0002,-0.0007,0.0007,alpha,
iphone6p-gray-select-2014,iphone6p-gray-select-2014.png,1703,1703,889,1107,408,298,0.0006,0.0,0.0006,alpha,
iphone6s-plus-gray-select-2015,iphone6s-plus-gray-select-2015.png,1703,1703,844,1107,430,299,0.0003,0.0006,0.0006,alpha,
iphone6s-plus-silver-select-2015,iphone6s-plus-silver-select-2015.png,1703,1703,844,1107,430,299,0.0003,0.0006,0.0006,alpha,
iphone6s-plus-gold-select-2015,iphone6s-plus-gold-select-2015.png,1703,1703,844,1107,430,299,0.0003,0.0006,0.0006,alpha,
iphone6s-plus-rosegold-select-2015,iphone6s-plus-rosegold-select-2015.png,1703,1703,844,1107,430,299,0.0003,0.0006,0.0006,alpha,
iphonese-silver-select-2016_AV3,iphonese-silver-select-2016_AV3.png,1651,1651,1073,566,288,542,-0.0006,-0.0003,0.0006,alpha,
iphone8-plus-spgray-select-2017,iphone8-plus-spgray-select-2017.png,1709,1709,959,1111,374,298,-0.0006,-0.0006,0.0006,alpha,
iphone8-plus-silver-select-2017,iphone8-plus-silver-select-2017.png,1709,1709,959,1111,374,298,-0.0006,-0.0006,0.0006,alpha,
iphone8-plus-gold-select-2017,iphone8-plus-gold-select-2017.png,1709,1709,960,1111,374,298,-0.0003,-0.0006,0.0006,alpha,
ipad-pro-12in-wifi-select-silver-201706,ipad-pro-12in-wifi-select-silver-201706.png,1691,1691,914,1099,388,295,-0.0003,-0.0006,0.0006,alpha,
ipad-pro-12in-wifi-select-spacegray-201706,ipad-pro-12in-wifi-select-spacegray-201706.png,1691,1691,914,1099,388,295,-0.0003,-0.0006,0.0006,alpha,
ipad-pro-12in-wifi-select-gold-201706,ipad-pro-12in-wifi-select-gold-201706.png,1691,1691,914,1099,388,295,-0.0003,-0.0006,0.0006,alpha,
ipad-pro-13-select-wifi-silver-202210,ipad-pro-13-select-wifi-silver-202210.png,1691,1691,1001,1099,346,297,0.0006,0.0006,0.0006,alpha,
ipad-pro-13-select-wifi-spacegray-202210,ipad-pro-13-select-wifi-spacegray-202210.png,1691,1691,1001,1099,346,297,0.0006,0.0006,0.0006,alpha,
MA501_AV6,MA501_AV6.png,1000,1000,456,465,272,267,0.0,-0.0005,0.0005,white,
MA501_AV7,MA501_AV7.png,1000,1000,430,575,285,212,0.0,-0.0005,0.0005,white,
MB046,MB046.png,1000,1000,145,312,427,344,-0.0005,0.0,0.0005,alpha,
iphone5s-selection-hero-2015,iphone5s-selection-hero-2015.png,1000,1000,330,517,335,242,0.0,0.0005,0.0005,alpha,
iphone6-silver-select-2014_AV2,iphone6-silver-select-2014_AV2.png,1000,1000,297,608,352,196,0.0005,0.0,0.0005,alpha,
iphone6p-gray-select-2014_AV3,iphone6p-gray-select-2014_AV3.png,1963,1963,1276,529,343,718,-0.0003,0.0005,0.0005,alpha,
iphone6p-silver-select-2014_AV3,iphone6p-silver-select-2014_AV3.png,1963,1963,1276,529,343,718,-0.0003,0.0005,0.0005,alpha,
iphonese-gray-select-2016_AV2,iphonese-gray-select-2016_AV2.png,1000,1000,272,571,364,214,0.0,-0.0005,0.0005,alpha,
iphonese-silver-select-2016_AV2,iphonese-silver-select-2016_AV2.png,1000,1000,272,571,364,214,0.0,-0.0005,0.0005,alpha,
iphonese-gold-select-2016_AV2,iphonese-gold-select-2016_AV2.png,1000,1000,272,571,364,214,0.0,-0.0005,0.0005,alpha,
iphonese-rosegold-select-2016_AV2,iphonese-rosegold-select-2016_AV2.png,1000,1000,272,571,364,214,0.0,-0.0005,0.0005,alpha,
iphone7-jetblack-select-2016_AV2,iphone7-jetblack-select-2016_AV2.png,1000,1000,298,607,351,197,0.0,0.0005,0.0005,alpha,
iphone7-silver-select-2016_AV2,iphone7-silver-select-2016_AV2.png,1000,1000,297,606,351,197,-0.0005,0.0,0.0005,alpha,
iphone7-model-select-201703,iphone7-model-select-201703.png,1000,1000,421,583,289,208,-0.0005,-0.0005,0.0005,alpha,
iphone7-plus-gold-select-2016_AV2,iphone7-plus-gold-select-2016_AV2.png,1072,1072,347,697,362,187,-0.0005,-0.0005,0.0005,alpha,
iphone7plus-model-select-201703,iphone7plus-model-select-201703.png,1014,1014,470,659,272,177,0.0,-0.0005,0.0005,alpha,
iphone7plus-model-select-201703_AV1,iphone7plus-model-select-201703_AV1.png,1072,1072,346,697,363,187,0.0,-0.0005,0.0005,alpha,
iphone8-plus-spgray-select-2017_AV2,iphone8-plus-spgray-select-2017_AV2.png,1012,1012,327,658,342,177,-0.0005,0.0,0.0005,alpha,
iphone8-plus-silver-select-2017_AV2,iphone8-plus-silver-select-2017_AV2.png,1012,1012,327,658,342,177,-0.0005,0.0,0.0005,alpha,
iphone8-plus-gold-select-2017_AV2,iphone8-plus-gold-select-2017_AV2.png,1012,1012,327,658,342,177,-0.0005,0.0,0.0005,alpha,
iphone8-plus-gold-select-2017_AV3,iphone8-plus-gold-select-2017_AV3.png,1958,1958,1273,530,342,715,-0.0003,0.0005,0.0005,alpha,
iphone8-plus-red-select-2018,iphone8-plus-red-select-2018.png,4608,4608,3447,4000,578,304,-0.0005,0.0,0.0005,alpha,
iphone8-plus-red-select-2018_AV2,iphone8-plus-red-select-2018_AV2.png,1015,1015,328,660,343,177,-0.0005,-0.0005,0.0005,alpha,
iphone-x-silver-select-2017_AV4,iphone-x-silver-select-2017_AV4.png,1080,1080,355,702,362,189,-0.0005,0.0,0.0005,alpha,
